Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
copy-of-8016-plastic-baby-kids-teddy-stacking-ring-jumbo-stack-up-educational-toy-9pc,8016 Plastic Baby Kids Teddy Stacking Ring Jumbo Stack Up Educational Toy 7pc,Title,Default Title,,,,,8016_N2_7Pc_Teddy_Rings,,,106
plastic-baby-kids-teddy-stacking-ring-jumbo-stack-up-educational-toy-9pc,8015 Plastic Baby Kids Teddy Stacking Ring Jumbo Stack Up Educational Toy 9pc,Title,Default Title,,,,,8015_N3_9Pc_Teddy_Rings,,,81
1686-plastic-sticker-self-adhesive-multipurpose-hanger-hooks,1686 Plastic Sticker Self Adhesive Multipurpose Hanger Hooks (Color May Vary),Title,Default Title,,,,,1686_2In1_Hanger,,,2964
0115-multi-function-2-layer-14-egg-cooker-boilers-steamer,0115 Multi-Function 2 Layer 14 Egg Cooker Boilers & Steamer,Title,Default Title,,,,,0115_2floor_egg_cooker,,,184
4682-washer-dryer-anti-vibration-pads-with-suction-cup-feet-1,4682 Washer Dryer Anti Vibration Pads with Suction Cup Feet,Title,Default Title,,,,,4682_Small_4Pc_Anti_V_Pad,,,1305
0585-twin-door-draft-stopper-guard-protector-for-doors-and-windows-1,0585 Twin Door Draft Stopper/Guard Protector for Doors and Windows,Title,Default Title,,,,,0585_Door_Draft_Guard,,,0
8014-plastic-cricket-set-with-stump-ball-and-bat-kit,"8014 Plastic Cricket Set with Stump,Ball and Bat Kit",Title,Default Title,,,,,8014_Delux_Cricket_Set,,,0
8013-medium-size-premium-balls-color-balls-for-kids-pool-balls-set-50-pcs,8013 Medium Size Premium Balls Color Balls for Kids Pool Balls Set (50 pcs),Title,Default Title,,,,,8013_50Pc_Kids_Pool_Ball,,,0
2550-easy-flow-cereal-dispenser-for-kitchen-3-in-1-push-button-wall-mount-container,2550 Easy Flow Cereal Dispenser for Kitchen 3 in 1 Push Button Wall Mount Container,Title,Default Title,,,,,2550_Push_Button_S_Container,,,0
30-meter-measuring-tape,1734 30 Meter Measuring Tape,Title,Default Title,,,,,1734_30Mtr_M_Tape,,,199
2549-manual-food-chopper-compact-powerful-hand-held-vegetable-chopper-blender,2549 Manual Food Chopper Compact & Powerful Hand Held Vegetable Chopper/Blender,Title,Default Title,,,,,2549_2in1_Veg_Chopper_550Ml,,,709
2548-corporate-lunch-stainless-steel-containers-set-of-3,2548 Corporate Lunch Stainless Steel Containers (Set of 3),Title,Default Title,,,,,2548_3_Container_Lunch_Box,,,0
8012-copy-of-prime-quality-bowling-game-set-for-kids,8012 Bowling Game Set for Kids,Title,Default Title,,,,,8012_N3_12Pc_Bowling_Fun,,,94
prime-quality-bowling-game-set-for-kids,8011 Prime Quality Bowling Game Set for Kids,Title,Default Title,,,,,8011_N1_12Pc_Bowling_Fun,,,0
8010-puzzle-balls-activity-game-for-babies-toddlers,8010 Puzzle Balls - Activity Game for Babies & Toddlers,Title,Default Title,,,,,8010_Plastic_Puzzle_Ball,,,0
2547-premium-stainless-steel-knives-stainless-steel-handle-heavy-duty-blade-11-inch,"2547 Premium Stainless Steel Knives, Stainless Steel Handle Heavy Duty Blade (11 Inch)",Title,Default Title,,,,,2547_SS_Chef_Knife_11inch,,,0
2546-premium-stainless-steel-knives-stainless-steel-handle-heavy-duty-blade,"2546 Premium Stainless Steel Knives, Stainless Steel Handle Heavy Duty Blade (10 Inch)",Title,Default Title,,,,,2546_SS_Chef_Knife_10inch,,,144
copy-of-1732-reusable-stainless-steel-drinking-straws-straight-4-straight-straws-1-brush,"1733 Reusable Stainless Steel Drinking Straws Bent (4 Bent Straws, 1 Brush)",Title,Default Title,,,,,1733_5PC_Bent_Straw_Cmb,,,0
1732-reusable-stainless-steel-drinking-straws-straight-4-straight-straws-1-brush,"1732 Reusable Stainless Steel Drinking Straws Straight (4 Straight Straws, 1 Brush)",Title,Default Title,,,,,1732_5PC_Straight_Straw_Cmb,,,0
1248-mini-polar-bear-shaped-cool-mist-portable-humidifier-1,1248 Mini Polar Bear Shaped Cool Mist Portable Humidifier,Title,Default Title,,,,,1248_Polar_Bear_Humidifier,,,1026
0080a-manual-food-chopper-hand-held-vegetable-chopper-blender,"0080A Manual Food Chopper,  Hand Held Vegetable Chopper/Blender",Title,Default Title,,,,,0080A_Atm_Chopper_450ML,,,591
4686-window-cleaner-glazed-glass-cleaner-wiper,1687 Window Cleaner Glazed Glass Cleaner Wiper,Title,Default Title,,,,,1687_Mess_Window_Cleaner,,,1482
4685-stackable-3-layer-folding-shoe-rack,4685 Stackable 3 Layer Folding Clothes Rack,Title,Default Title,,,,,4685_3Layer_SS_Cloths_Rack,,,90
4684-combo-of-light-weight-plastic-bat-ball-hockey-for-kids-boys-indoor-outdoor-play,"8002 Combo of Light Weight Plastic Bat, Ball & Hockey for Kids, Boys, Indoor, Outdoor Play",Title,Default Title,,,,,8002_N1_Cricket_Hockey_Cmb,,,33
4683-plastic-cricket-bat-and-ball-toy-for-kids-bat-ball-set-for-boys-and-girls,"8001 Plastic Cricket Bat and Ball Toy for Kids, Bat Ball Set for Boys and Girls",Title,Default Title,,,,,8001_N4_Plastic_Bat_Ball,,,111
1541-premium-wardrobe-storage-organizer-5-in-1-multipurpose-plastic-hanger-assorted-6,"1541 Premium Wardrobe Storage Organizer 5 in 1 Multipurpose Plastic Hanger, Assorted (5)",Title,Default Title,,,,,1541_Premium_5In1_Hanger,,,450
7215-mouse-for-laptop-and-desktop-computer-pc-with-faster-response-time,7215 Mouse for Laptop and Desktop Computer PC With Faster Response Time,Title,Default Title,,,,,7215_Optical_Computer_Mouse,,,140
1731-artificial-jute-hanging-birds-nest-jhumar-chidiyan-ka-ghosla,1731 Artificial Jute Hanging Birds Nest Jhumar Chidiyan Ka Ghosla,Title,Default Title,,,,,1731_Artificial_Birds_Nest,,,414
1730-sani-cleaning-sticks-keep-your-drains-pipes-clear-odor-home-cleaning,1730 Sani Cleaning Sticks Keep Your Drains Pipes Clear Odor Home Cleaning,Title,Default Title,,,,,1730_12Pc_Sani_Sticks,,,61
0346-wireless-home-security-dummy-camera-cctv,0346 Wireless Home Security Dummy Camera CCTV,Title,Default Title,,,,,0346_Security_Artificial_Camera,,,1654
1471-cockroach-traps-box-cockroach-bug-roach-catcher-cockroach-killer,1471 Cockroach Traps Box Cockroach Bug Roach Catcher Cockroach Killer,Title,Default Title,,,,,1471_Cockroach_Catcher,,,1303
2535-rolling-mat-silicone-baking-mat-fondant-mat-sheet-chapati,2535 Rolling Mat Silicone Baking Mat Fondant Mat Sheet Chapati,Title,Default Title,,,,,2535_Silicone_Roti_Mat,,,166
8-piece-kitchen-knife-set-for-kitchen,2463 8 Piece Kitchen Knife Set for Kitchen,Title,Default Title,,,,,2463_Multi_Knife_Set_8Pc,,,164
1478-self-cleaning-slicker-brush-for-dogs-big-size,1478 Self Cleaning Slicker Brush for Dogs (Big Size),Title,Default Title,,,,,1478_Pet_Gromming_Big,,,0
1729-woodworking-folding-multi-purpose-gardening-saw-outdoor-logging-saw,1729 Woodworking Folding Multi-purpose Gardening Saw Outdoor Logging Saw,Title,Default Title,,,,,1729_Folding_Hand_Saw_270MM,,,0
1285-organic-bio-fungicide-for-seeds-and-young-plants,1285 Organic Bio Fungicide for Seeds and Young Plants (500gm),Title,Default Title,,,,,1285_PCI_Trichoderma_500GM,,,0
1284-organic-bio-fungicide-for-seeds-and-young-plants,1284 Organic Bio Fungicide for Seeds and Young Plants (1 Kg),Title,Default Title,,,,,1284_PCI_Trichoderma_1KG,,,0
1440-makeup-brushes-kit-pack-of-5,1440 Makeup Brushes Kit (Pack of 5),Title,Default Title,,,,,1440_5Pc_Makeup_Brush_Set,,,3749
0270-pci-aerosol-320-ml-spray-for-all-flying-and-crawling-insects,0270 PCI Aerosol 320 ml Spray for All Flying and Crawling Insects,Title,Default Title,,,,,0270_Pci_Pest_Spray,,,218
1282-super-bass-portable-wireless-bluetooth-speaker,1282 Super Bass Portable Wireless Bluetooth Speaker,Title,Default Title,,,,,1282_Portable_Speaker_TG_113,,,0
2534-matka-shape-glass-jar-with-rust-proof-air-tight-lid,2534 Matka Shape Jar with Rust Proof Air Tight Lid (1000ml),Title,Default Title,,,,,2534_6Pc_Airtight_Matka,,,0
1477-self-cleaning-slicker-brush-for-dogs,1477 Self Cleaning Slicker Brush for Dogs,Title,Default Title,,,,,1477_S_Pet_Slicker_Brush,,,0
7214-car-wiper-detergent-effervescent-tablets-washer,7214 Car Wiper Detergent Effervescent Tablets Washer,Title,Default Title,,,,,7214_Car_Wiper_D_Tablet,,,1170
2542-stainless-steel-and-plastic-insulated-lunch-box-of-3-air-tight-containers-with-bag-cover,2542 Stainless Steel and Plastic Insulated Lunch Box of 3 Air Tight Containers with Bag Cover,Title,Default Title,,,,,2542_Triangle_Lunch_Box,,,0
child-safety-anti-lost-wrist-link-harness-strap-rope,1500 Child Safety Anti Lost Wrist Link Harness Strap Rope,Title,Default Title,,,,,1500_Anti_Lost_Safety_Belt,,,0
0583-thermal-labels-stickers-100x150mm-400-labels-per-roll-4x-6,"0583 Thermal Labels Stickers (100X150mm) 400 Labels per Roll (4""x 6"")",Title,Default Title,,,,,0583_Thermal_Label_100x150,,,0
4681-pet-hair-remover-glove-self-cleaning-fur-remover,4681 Pet Hair Remover Glove & Self Cleaning Fur Remover,Title,Default Title,,,,,4681_True_Touch_Box,,,2303
2240-rotating-cake-stand-for-decoration-and-baking,2540 Rotating Cake Stand for Decoration and Baking ( 28 Cm),Title,Default Title,,,,,2540_W_Rotating_Cake_Stand,,,629
2533-yogurt-maker-machine-stainless-steel-inner-container-electric-yogurt-maker,"2533 Yogurt Maker Machine, Stainless Steel Inner Container Electric Yogurt Maker",Title,Default Title,,,,,2533_Electric_Yogurt_Maker,,,0
1682-pruning-shear-cutter-for-all-purpose-garden-use,1682 Pruning Shear Cutter for All Purpose Garden Use,Title,Default Title,,,,,1682_200MM_G_Pruning_Shear,,,250
2449-nonstick-eggs-boiler-cookers-without-egg-shell,2449 Nonstick Eggs Boiler Cookers Without Egg Shell,Title,Default Title,,,,,2449_6Pc_Egg_Cup_Cooker,,,0
2532-spice-jar-easy-flow-storage-idle-for-kitchen-storage-24-pcs-set,2532 Spice Jar Easy Flow Storage  Each 6Pc Set Of 4,Title,Default Title,,,,,2532_Spice_Jar_24Pcs_Set,,,56
4677-silicone-funnel-for-kitchen-use-oil-pouring-sauce-water-juice,4677 Silicone Funnel for Kitchen Use Oil Pouring Sauce Water Juice,Title,Default Title,,,,,4677_Silicone_Round_Funnel,,,0
2537-manual-compact-hand-held-vegetable-chopper-slicer-1ltr,2537 Manual Compact Hand Held Vegetable Chopper/Slicer (1Ltr),Title,Default Title,,,,,2537_Squ_6Blade_Chopper_1Ltr,,,0
2538-wall-mounted-grain-storage-box-cereal-dispenser,2538 Wall Mounted Grain Storage Box Cereal Dispenser,Title,Default Title,,,,,2538_BX_3Pc_Wall_Cont_1100Ml,,,0
2539-drinking-transparent-water-glass-set-pack-of-6,2539 Drinking Transparent Water Glass Set (Pack of 6),Title,Default Title,,,,,2539_6Pc_Drinking_Glass_250ml,,,0
4679-cotton-non-electric-non-plastic-bigger-water-filter-cum-tap-cover,4679 Cotton Non Electric Non Plastic Bigger Water Filter Cum tap Cover (1 Pc),Title,Default Title,,,,,4679_Cotton_Filter_Tap_Cover,,,218
2541-kitchen-storage-containers-good-grips-3-pcs-airtight-round,2541 Kitchen Storage Containers Good Grips 3 Pcs Airtight Round,Title,Default Title,,,,,2541_3Pc_Stone_Container_Set,,,0
4678-portable-dust-proof-toothbrush-cases-toothbrushes-holder-pack-of-4,4678 Portable Dust-Proof Toothbrush Cases Toothbrushes Holder (Pack of 4),Title,Default Title,,,,,4678_4Pc_Toothbrush_Case,,,0
1650-car-dashboard-mat-non-slip-pad,1650 Car Dashboard Mat Non-Slip Pad,Title,Default Title,,,,,1650_Car_Anti_Skid_Pad,,,0
1649-car-dashboard-mat-non-slip-pad,1649 Car Dashboard Mat Non-Slip Pad,Title,Default Title,,,,,1649_Fancy_Car_Anti_Skid_Pad,,,127
2531-spice-jar-easy-flow-storage-idle-for-kitchen-storage-6-pcs-set,2531 Spice Jar Easy Flow Storage  Storage (6 Pcs Set) (Loose),Title,Default Title,,,,,2531_Spice_Jar_6Pcs_Set,,,1440
1722-anti-mosquito-racket-rechargeable-insect-killer-bat,1722 Anti Mosquito Racket - Rechargeable Insect Killer Bat,Title,Default Title,,,,,1722_Ele_Mosquito_Racket,,,0
7031-multipurpose-toothbrush-paste-holder-wall-mount-shelf,7031 Multipurpose ToothBrush Paste Holder Wall Mount Shelf,Title,Default Title,,,,,7031_Multipurpose_B_Holder,,,0
0082-smokeless-electric-indoor-barbecue-grill-2000w,"0082 Smokeless Electric Indoor Barbecue Grill, 2000w",Title,Default Title,,,,,0082_electric_bbq_set,,,0
4673-plastic-medium-size-fruit-baskets-1,7212 Multicolor Decorative LED Lights for Diwali Christmas Wedding/led,Title,Default Title,,,,,7212_5Mtr_Decoration_Light,,,0
1720-garden-heavy-plastic-planter-pot-gamla-17x14-inch-brown-pack-of-1,1720 Garden Heavy Plastic Planter Pot Gamla 17x14 inch Color May Vary (1Pc),Title,Default Title,,,,,1720_17X14inch_Flower_Pot,,,168
4673-plastic-medium-size-fruit-baskets,4673 Plastic Medium Size Fruit Baskets,Title,Default Title,,,,,4673_1Layer_Basket,,,29
4671-3-layer-kitchen-organizer-rack-with-water-storing-tray-dish-rack,4671 3 Layer Kitchen Organizer Rack with Water Storing Tray/Dish Rack,Title,Default Title,,,,,4671_3Layer_Basket,,,0
2530-120-pcs-12-color-dominos-blocks-set,2530 120 pcs 12 Color Dominos Blocks Set,Title,Default Title,,,,,2530_120Pc_Dominos_Block,,,0
1721-3-led-cordless-stick-tap-wardrobe-touch-light-lamp,1721 3 Led Cordless Stick Tap Wardrobe Touch Light Lamp,Title,Default Title,,,,,1721_Stick_Touch_Lamp,,,558
0096-plastic-easy-flow-storage-jar-with-lid-750ml-set-of-6,"0096 Plastic Easy Flow Storage Jar with Lid (750ml, Set of 6)",Title,Default Title,,,,,0096_j_easy_flow_750_ml,,,207
46722-layer-plastic-medium-size-fruit-baskets,4672 layer Plastic Medium Size Fruit Baskets,Title,Default Title,,,,,4672_2Layer_Basket,,,21
4676-colorful-board-magnets-circular-plastic-buttons,4676 Colorful Board Magnets Circular Plastic Buttons,Title,Default Title,,,,,4676_Magnetic_Fridge_Button,,,0
0208-360-degree-water-saving-faucet-expandable-water-valve-splash-regulator,0208 360 Degree Water Saving Faucet Expandable Water Valve Splash Regulator,Title,Default Title,,,,,0208_Pvc_360_D_Faucet,,,0
1131-multi-purpose-4-pieces-round-plastic-legs-foot-and-stand-1,1131 Multi-Purpose 4 Pieces Round Plastic Legs Foot and Stand,Title,Default Title,,,,,1131_4Pc_Round_Support,,,560
7211-multicolor-decorative-led-lights-for-diwali-christmas-wedding-led,7211 Multicolor Decorative LED Lights for Diwali Christmas Wedding/led,Title,Default Title,,,,,7211_4Mtr_Decor_Light_8MM,,,0
7213-memory-foam-travel-neck-support-rest-pillow,7213 Memory Foam Travel Neck Support Rest Pillow,Title,Default Title,,,,,7213_Travel_Neck_U_Pillow,,,0
7210-multicolor-decorative-led-lights-for-diwali-christmas-wedding-led,7210 Multicolor Decorative LED Lights for Diwali Christmas Wedding/led,Title,Default Title,,,,,7210_4Mtr_Decor_Light_5MM,,,0
4675-artistic-flat-painting-brush-set-of-6,4675 Artistic Flat Painting Brush - Set of 6,Title,Default Title,,,,,4675_6Pc_Art_Brush,,,0
7609-super-absorbent-multipurpose-sponge-for-washing,7609 Super Absorbent Multipurpose Sponge for Washing,Title,Default Title,,,,,7609_Sponge_Duster_7Inch,,,2316
7027-electric-fruit-vegetable-onion-garlic-cutter-food-speedy-chopper-1,7027 Electric Fruit Vegetable Onion Garlic Cutter Food Speedy Chopper,Title,Default Title,,,,,7027_Usb_Garlic_Chopper_250ml,,,290
1719-high-carbon-steel-tree-pruning-saw-270-mm-cutter,1719 High Carbon Steel Tree Pruning Saw 270 mm Cutter,Title,Default Title,,,,,1719_Prune_Saw_270Mm,,,1293
1207-fast-hair-straightener-brush-with-temperature-control-men-women,1207 Fast Hair Straightener Brush with Temperature Control Men & Women,Title,Default Title,,,,,1207_Big_Hair_Straight_906,,,0
1163-creative-2-in-1-silicone-sewer-sink-sealer-cover-drainer-multicolour-1,1163 Creative 2-in-1 Silicone Sewer Sink Sealer Cover Drainer (multicolour),Title,Default Title,,,,,1163_Sili_2In1_Sink_Drainer,,,3644
1374-wall-mounted-storage-case-with-mobile-phone-charging-port-plug-holder-pack-of-4-pcs-1,1374 Wall Mounted Storage Case with Mobile Phone Charging Port Plug Holder - Pack of 4 Pcs,Title,Default Title,,,,,1374_Wall_Mob_Stand_4Pc,,,0
4666-microwave-oven-cover-1,4666 Microwave Oven Cover,Title,Default Title,,,,,4666_Microwave_Oven_Cover,,,351
7209-dividers-tray-organizer-clear-plastic-case-storage-tray-multicolour,7209 Dividers Tray Organizer Clear Plastic Case Storage Tray (Multicolour),Title,Default Title,,,,,7209_4Pc_5sec_Socks_Tray,,,206
2025-maitri-plastic-12-in-1-jumbo-manual-vegetable-grater-chipser-and-slicer,"2025 Maitri Plastic 12-in-1 Jumbo Manual Vegetable Grater, Chipser and Slicer",Title,Default Title,,,,,2025_Jumbo_Chipser_Slicer_12In1,,,1776
4674-artistic-flat-painting-brush-1-piece,4674 Artistic Flat Painting Brush,Title,Default Title,,,,,4674_Big_Art_Brush_1Pc,,,0
7208-super-smooth-sleep-mask-eye-cover-with-adjustable-strap,7208 Super Smooth Sleep Mask Eye Cover with earplugs,Title,Default Title,,,,,7208_2in1_Travel_Eye_Mask,,,0
4670-4l-with-plastic-modular-drawer-system-five-extra-large-drawer-system-multipurpose-st,4670 4Layer with Plastic Modular Drawer System,Title,Default Title,,,,,4670_4Layer_Basket_Drawer,,,0
2527-silicone-square-plastic-folding-collapsible-durable-kitchen-sink-dish-rack,2527 Silicone Square Plastic Folding Collapsible Durable Kitchen Sink Dish Rack,Title,Default Title,,,,,2527_Large_Sili_Sqr_Strainer,,,335
5xl-with-plastic-modular-drawer-system,4669 5XL with Plastic Modular Drawer System,Title,Default Title,,,,,4669_5Layer_Basket_Drawer,,,24
4668-silicone-plastic-folding-collapsible-durable-kitchen-sink-dish-rack,4668 Silicone Plastic Folding Collapsible Durable Kitchen Sink Dish Rack,Title,Default Title,,,,,4668_Pre_Silicone_Dish_Rack,,,0
1718-bicycle-horn-with-led-light-work-on-battery,1718 Bicycle Horn with LED Light Work On Battery,Title,Default Title,,,,,1718_Bicycle_Horn_Light_FY56,,,293
2525-induction-base-hard-anodized-kadhai-nonstick,2525 Induction Base Hard Anodized Kadhai Nonstick,Title,Default Title,,,,,2525_12inch_ind_kadhai,,,55
2524-induction-base-hard-anodized-tadka-fry-pan-nonstick,2524 Induction Base Hard Anodized Tadka Fry Pan Nonstick,Title,Default Title,,,,,2524_14inch_Fry_Pan,,,0
2523-ice-cream-serving-spoon-scooper-stainless-steel,2523 Ice Cream Serving Spoon Scooper (Stainless Steel),Title,Default Title,,,,,2523_Cn_SS_Icecream_Scoop,,,1882
1716-wall-3d-ceiling-wallpaper-tiles-panel-vinyl-stickers-self-adhesive-for-home-black,1716 Wall 3D Ceiling Wallpaper Tiles Panel Vinyl Stickers Self-Adhesive for Home (Black),Title,Default Title,,,,,1716_Fancy_Blk_3D_Wall_Decor,,,63
1715-wall-3d-ceiling-wallpaper-tiles-panel-vinyl-stickers-self-adhesive-for-home-black,1715 Wall 3D Ceiling Wallpaper Tiles Panel Vinyl Stickers Self-Adhesive for Home (Black),Title,Default Title,,,,,1715_Black_3D_Wall_Decor,,,428
1714-wall-3d-ceiling-wallpaper-tiles-panel-vinyl-stickers-self-adhesive-for-home,1714 Wall 3D Ceiling Wallpaper Tiles Panel Vinyl Stickers Self-Adhesive for Home,Title,Default Title,,,,,1714_Stone_3D_Wall_Decor,,,0
4667-artistic-flat-painting-brush-set-of-5,4667 Artistic Flat Painting Brush - Set of 5,Title,Default Title,,,,,4667_5Pc_Art_Brush,,,0
2522-non-stick-gas-compatible-fry-pan-without-lid,2522 Non-Stick Gas Compatible Fry Pan Without Lid,Title,Default Title,,,,,2522_12inch_Tarka_Fry_Pan,,,46
2521-traditional-small-cast-iron-kadai,2521 Traditional Small Cast Iron Kadai,Title,Default Title,,,,,2521_14inch_Induction_Kadhai,,,115
1711-garden-sharp-cutter-pruners-scissor-with-grip-handle,1711 Garden Sharp Cutter Pruners Scissor with grip-handle,Title,Default Title,,,,,1711_Printed_Sharp_F_Cutter,,,1741
4665-paper-cutter-stationary-item-standard-quality-knife,4665 Paper Cutter Stationary Item Standard Quality Knife ( 12PC SET ),Title,Default Title,,,,,4665_12Pc_Art_Desiging_Knives,,,0
1216-portable-hot-water-bag-for-babies-small-1,1216 Portable Hot Water Bag for Babies (Small),Title,Default Title,,,,,1216_Fancy_Hot_Water_Bag_Small,,,0
4664-cleaning-360-degree-healthy-spray-mop-with-removable-washable-cleaning-pad,4664 Cleaning 360 Degree Healthy Spray Mop with Removable Washable Cleaning Pad,Title,Default Title,,,,,4664_Healthy_Spray_Mop,,,757
2520-kitchen-plastic-belan-rolling-pin-black,2520 Kitchen Plastic Belan/Rolling Pin (Black),Title,Default Title,,,,,2520_SS_Coat_Plastic_Belan,,,128
1708-table-corners-edge-protector-guards-for-baby-child-safety,1708 Table Corners Edge Protector Guards for Baby Child Safety (Pack of 100),Title,Default Title,,,,,1708_100Pc_Edge_Protector,,,0
